Premature end of JPEG file
Premature end of JPEG file
Premature end of JPEG file
/gpfs/accounts/robosub_team_root/robosub_team/bdmanley/modelcompression-2019/venv/lib64/python3.6/site-packages/sklearn/externals/joblib/externals/cloudpickle/cloudpickle.py:47: DeprecationWarning: the imp module is deprecated in favour of importlib; see the module's documentation for alternative uses
  import imp
Loading dataloaders..
      Image      Total          P          R        mAP
     2/2   1898/7328     0.112      0.13     0.972     0.123      1.34       148      0.79
     2/2   1899/7328     0.112      0.13     0.972     0.123      1.34       130      0.97
     2/2   1900/7328     0.112      0.13     0.971     0.123      1.34        70     0.808
     2/2   1901/7328     0.112      0.13     0.971     0.123      1.34       107     0.825
     2/2   1902/7328     0.112      0.13     0.971     0.123      1.34       106     0.825
     2/2   1903/7328     0.112      0.13      0.97     0.123      1.34        85     0.873
     2/2   1904/7328     0.112      0.13      0.97     0.123      1.34       166     0.899
     2/2   1905/7328     0.112      0.13      0.97     0.123      1.34       125       0.9
     2/2   1906/7328     0.112      0.13      0.97     0.123      1.34       146     0.901
     2/2   1907/7328     0.112      0.13      0.97     0.123      1.33        59     0.849
     2/2   1908/7328     0.112      0.13      0.97     0.123      1.33       123     0.818
     2/2   1909/7328     0.112      0.13      0.97     0.123      1.33       128     0.918
     2/2   1910/7328     0.112      0.13      0.97     0.123      1.33        87     0.815
     2/2   1911/7328     0.112      0.13      0.97     0.123      1.33       151     0.857
     2/2   1912/7328     0.112      0.13     0.969     0.123      1.33        98     0.873
     2/2   1913/7328     0.112      0.13     0.969     0.123      1.33        85     0.996
     2/2   1914/7328     0.112      0.13     0.969     0.123      1.33        92     0.865
     2/2   1915/7328     0.112      0.13     0.969     0.123      1.33       140     0.889
     2/2   1916/7328     0.112      0.13     0.969     0.123      1.33       102     0.794
     2/2   1917/7328     0.112      0.13     0.969     0.123      1.33       106     0.965
     2/2   1918/7328     0.112      0.13     0.969     0.123      1.33       120     0.859
     2/2   1919/7328     0.112      0.13     0.968     0.123      1.33       109     0.933
     2/2   1920/7328     0.112      0.13     0.968     0.123      1.33       119      0.97
     2/2   1921/7328     0.112      0.13     0.968     0.123      1.33       108      0.93
     2/2   1922/7328     0.112      0.13     0.968     0.123      1.33       118     0.839
     2/2   1923/7328     0.112      0.13     0.968     0.123      1.33        94     0.865
     2/2   1924/7328     0.112      0.13     0.968     0.123      1.33       110     0.861
     2/2   1925/7328     0.112      0.13     0.967     0.123      1.33        81     0.968
     2/2   1926/7328     0.112      0.13     0.968     0.123      1.33       145      0.88
     2/2   1927/7328     0.112      0.13     0.967     0.123      1.33       105     0.894
     2/2   1928/7328     0.112      0.13     0.967     0.123      1.33        94     0.986
     2/2   1929/7328     0.112      0.13     0.967     0.123      1.33       175     0.896
     2/2   1930/7328     0.112      0.13     0.967     0.123      1.33       152     0.877
     2/2   1931/7328     0.112      0.13     0.967     0.123      1.33       132     0.827
     2/2   1932/7328     0.112      0.13     0.967     0.123      1.33       107     0.808
     2/2   1933/7328     0.112      0.13     0.967     0.123      1.33        84     0.856
     2/2   1934/7328     0.112      0.13     0.967     0.123      1.33        96     0.899
     2/2   1935/7328     0.112      0.13     0.967     0.123      1.33       109     0.883
     2/2   1936/7328     0.112      0.13     0.967     0.123      1.33       124     0.842
     2/2   1937/7328     0.112      0.13     0.966     0.123      1.33        50     0.817
     2/2   1938/7328     0.112      0.13     0.966     0.123      1.33       128     0.836
     2/2   1939/7328     0.112      0.13     0.966     0.123      1.33       140     0.881
     2/2   1940/7328     0.112      0.13     0.966     0.123      1.33       141     0.868
     2/2   1941/7328     0.112      0.13     0.966     0.123      1.33        99     0.927
     2/2   1942/7328     0.112      0.13     0.966     0.123      1.33       105     0.864
     2/2   1943/7328     0.112      0.13     0.966     0.123      1.33        87      0.86
     2/2   1944/7328     0.112      0.13     0.966     0.123      1.33       142     0.865
     2/2   1945/7328     0.112      0.13     0.966     0.123      1.33        94     0.953
     2/2   1946/7328     0.112      0.13     0.966     0.123      1.33       143     0.836
     2/2   1947/7328     0.112      0.13     0.966     0.123      1.33       161     0.952
     2/2   1948/7328     0.112      0.13     0.966     0.123      1.33        91     0.879
     2/2   1949/7328     0.112      0.13     0.966     0.123      1.33       128     0.874
     2/2   1950/7328     0.112      0.13     0.966     0.123      1.33       130      0.91
     2/2   1951/7328     0.112      0.13     0.965     0.123      1.33        89     0.987
     2/2   1952/7328     0.112      0.13     0.965     0.123      1.33        95     0.847
     2/2   1953/7328     0.112      0.13     0.965     0.123      1.33       100     0.856
     2/2   1954/7328     0.112      0.13     0.965     0.123      1.33       175     0.931
     2/2   1955/7328     0.112      0.13     0.965     0.123      1.33        89     0.873
     2/2   1956/7328     0.112      0.13     0.965     0.123      1.33        73     0.901
     2/2   1957/7328     0.112      0.13     0.965     0.123      1.33       131     0.985
     2/2   1958/7328     0.112      0.13     0.964     0.123      1.33        88     0.913
     2/2   1959/7328     0.112      0.13     0.964     0.123      1.33       135     0.884
     2/2   1960/7328     0.112      0.13     0.964     0.123      1.33        99     0.864
     2/2   1961/7328     0.112      0.13     0.964     0.123      1.33       116     0.887
     2/2   1962/7328     0.112      0.13     0.964     0.123      1.33       125     0.948
     2/2   1963/7328     0.112      0.13     0.964     0.123      1.33        99     0.822
     2/2   1964/7328     0.112      0.13     0.963     0.123      1.33       102     0.851
     2/2   1965/7328     0.112      0.13     0.963     0.123      1.33       152     0.885
     2/2   1966/7328     0.112      0.13     0.963     0.123      1.33       127      0.91
     2/2   1967/7328     0.112      0.13     0.963     0.123      1.33       109     0.992
     2/2   1968/7328     0.112      0.13     0.963     0.123      1.33       172     0.854
     2/2   1969/7328     0.112      0.13     0.963     0.123      1.33        70     0.836
     2/2   1970/7328     0.112      0.13     0.963     0.123      1.33       150     0.891
     2/2   1971/7328     0.112      0.13     0.963     0.123      1.33       150     0.899
     2/2   1972/7328     0.112      0.13     0.963     0.123      1.33       115     0.849
     2/2   1973/7328     0.112      0.13     0.963     0.123      1.33       197     0.869
     2/2   1974/7328     0.112      0.13     0.963     0.123      1.33       104     0.856
     2/2   1975/7328     0.112      0.13     0.962     0.123      1.33        65     0.807
     2/2   1976/7328     0.112      0.13     0.962     0.123      1.33       177     0.874
     2/2   1977/7328     0.112      0.13     0.962     0.123      1.33       132     0.907
     2/2   1978/7328     0.112      0.13     0.962     0.123      1.33       123     0.888
     2/2   1979/7328     0.112      0.13     0.962     0.123      1.33       113     0.953
     2/2   1980/7328     0.112      0.13     0.962     0.123      1.33       141     0.852
     2/2   1981/7328     0.112      0.13     0.962     0.123      1.33        94     0.849
     2/2   1982/7328     0.112      0.13     0.962     0.123      1.33        99     0.852
     2/2   1983/7328     0.112      0.13     0.961     0.123      1.33        83     0.889
     2/2   1984/7328     0.112      0.13     0.961     0.123      1.33       147     0.863
     2/2   1985/7328     0.112      0.13     0.961     0.123      1.32        71      0.86
     2/2   1986/7328     0.112      0.13     0.961     0.123      1.32       133     0.969
     2/2   1987/7328     0.112      0.13     0.961     0.123      1.32        63     0.874
     2/2   1988/7328     0.112      0.13     0.961     0.123      1.32       161     0.846
     2/2   1989/7328     0.112      0.13      0.96     0.123      1.32        89     0.881
     2/2   1990/7328     0.112      0.13      0.96     0.123      1.32        89     0.994
     2/2   1991/7328     0.112      0.13      0.96     0.123      1.32       106     0.849
     2/2   1992/7328     0.112      0.13      0.96     0.123      1.32        88     0.871
     2/2   1993/7328     0.112      0.13     0.959     0.123      1.32        71     0.901
     2/2   1994/7328     0.112      0.13      0.96     0.123      1.32       176     0.915
     2/2   1995/7328     0.112      0.13     0.959     0.123      1.32        96     0.832
     2/2   1996/7328     0.112      0.13     0.959     0.123      1.32        74      1.04
     2/2   1997/7328     0.112      0.13     0.959     0.123      1.32       109     0.906
     2/2   1998/7328     0.112      0.13     0.959     0.123      1.32       123     0.926
     2/2   1999/7328     0.112      0.13     0.959     0.123      1.32       114     0.842
     2/2   2000/7328     0.112      0.13     0.959     0.123      1.32       107     0.867
     2/2   2001/7328     0.112      0.13     0.959     0.123      1.32        77     0.846
     2/2   2002/7328     0.112      0.13     0.958     0.123      1.32        93     0.925
     2/2   2003/7328     0.112      0.13     0.958     0.123      1.32        78     0.853
     2/2   2004/7328     0.112      0.13     0.958     0.122      1.32        98     0.894
     2/2   2005/7328     0.112      0.13     0.958     0.122      1.32        87     0.974
     2/2   2006/7328     0.112      0.13     0.958     0.122      1.32        98     0.953
     2/2   2007/7328     0.112      0.13     0.957     0.122      1.32        81     0.799
     2/2   2008/7328     0.112      0.13     0.957     0.122      1.32       142     0.818
     2/2   2009/7328     0.112      0.13     0.957     0.122      1.32        85     0.825
     2/2   2010/7328     0.112      0.13     0.957     0.122      1.32        90     0.867
     2/2   2011/7328     0.112      0.13     0.957     0.122      1.32        97     0.915
     2/2   2012/7328     0.112      0.13     0.957     0.122      1.32       132     0.843
     2/2   2013/7328     0.112      0.13     0.957     0.122      1.32       108     0.892
     2/2   2014/7328     0.112      0.13     0.956     0.122      1.32        97      0.97
     2/2   2015/7328     0.112      0.13     0.956     0.122      1.32        79     0.854
     2/2   2016/7328     0.112      0.13     0.956     0.122      1.32       170     0.848
     2/2   2017/7328     0.112      0.13     0.956     0.122      1.32       100      0.96
     2/2   2018/7328     0.112      0.13     0.956     0.122      1.32        95     0.867
